# Generated by python3 scripts/sdk_operation_inventory.py --write
route_id	method	path	surface	authentication	admission	effect	transport	feature_gate	sdk	openapi	mcp	private_no_store
sorafs.pdp.status	POST	/v1/sorafs/pdp/status	public	operator_signature	operator	read	http	feature(app_api)	true	true	false	true
sorafs.pin.list	GET	/v1/sorafs/pin	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
sorafs.pin.read	GET	/v1/sorafs/pin/{digest_hex}	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
sorafs.pin.register	POST	/v1/sorafs/pin/register	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	true	false	false
sorafs.pop.approval.record	POST	/v1/sorafs/pop/approvals	public	protocol_handshake	authenticated_protocol_principal	mutation	http	feature(app_api)	true	true	false	false
sorafs.pop.credential.issue	POST	/v1/sorafs/pop/issue	public	protocol_handshake	authenticated_protocol_principal	mutation	http	feature(app_api)	true	true	false	false
sorafs.pop.enrollment.status	POST	/v1/sorafs/pop/enrollments/status	public	protocol_handshake	authenticated_protocol_principal	read	http	feature(app_api)	true	true	false	false
sorafs.pop.enrollment.submit	POST	/v1/sorafs/pop/enrollments	public	protocol_handshake	authenticated_protocol_principal	mutation	http	feature(app_api)	true	true	false	false
sorafs.pop.membership.verify	POST	/v1/sorafs/pop/verify	public	protocol_handshake	authenticated_protocol_principal	mutation	http	feature(app_api)	true	true	false	false
sorafs.pop.registry.projection	POST	/v1/sorafs/pop/registry/projection	public	protocol_handshake	authenticated_protocol_principal	read	http	feature(app_api)	true	true	false	false
sorafs.pop.registry.reconcile	POST	/v1/sorafs/pop/registry/reconcile-next	public	protocol_handshake	authenticated_protocol_principal	mutation	http	feature(app_api)	true	true	false	false
sorafs.pop.registry.submit	POST	/v1/sorafs/pop/registry/submit-next	public	protocol_handshake	authenticated_protocol_principal	mutation	http	feature(app_api)	true	true	false	false
sorafs.pop.revocation.enqueue	POST	/v1/sorafs/pop/revocations	public	protocol_handshake	authenticated_protocol_principal	mutation	http	feature(app_api)	true	true	false	false
sorafs.pop.wallet.acknowledge	POST	/v1/sorafs/pop/wallet/acknowledge	public	protocol_handshake	authenticated_protocol_principal	mutation	http	feature(app_api)	true	true	false	false
sorafs.pop.wallet.delivery	POST	/v1/sorafs/pop/wallet/delivery	public	protocol_handshake	authenticated_protocol_principal	read	http	feature(app_api)	true	true	false	false
sorafs.pop.wallet.import	POST	/v1/sorafs/pop/wallet/import	public	protocol_handshake	authenticated_protocol_principal	mutation	http	feature(app_api)	true	true	false	false
sorafs.pop.wallet.prove	POST	/v1/sorafs/pop/wallet/prove	public	protocol_handshake	authenticated_protocol_principal	compute	http	feature(app_api)	true	true	false	false
sorafs.pop.wallet.synchronize	POST	/v1/sorafs/pop/wallet/synchronize	public	protocol_handshake	authenticated_protocol_principal	mutation	http	feature(app_api)	true	true	false	false
sorafs.proof_stream.build	POST	/v1/sorafs/proof/stream	public	operator_signature	operator	compute	http	feature(app_api)	true	true	false	true
sorafs.provider.list	GET	/v1/sorafs/providers	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
sorafs.provider_advert.submit	POST	/v1/sorafs/providers/advert	public	protocol_handshake	authenticated_protocol_principal	mutation	http	feature(app_api)	true	true	false	false
sorafs.replication_order.list	GET	/v1/sorafs/replication	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	false	true
sorafs.reputation_event.list	GET	/v1/sorafs/reputation/events	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
sorafs.reputation_provider.read	GET	/v1/sorafs/reputation/providers/{provider_id}	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
sorafs.reputation_snapshot.latest	GET	/v1/sorafs/reputation/latest	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
sorafs.reputation_snapshot.read	GET	/v1/sorafs/reputation/snapshots/{snapshot_id_hex}	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
sorafs.reputation_weight.read	GET	/v1/sorafs/reputation/weights	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
sorafs.storage_car.read	GET	/v1/sorafs/storage/car/{manifest_id}	public	protocol_handshake	authenticated_protocol_principal	read	http	feature(app_api)	true	true	false	false
sorafs.storage_chunk.read	GET	/v1/sorafs/storage/chunk/{manifest_id}/{chunk_digest}	public	protocol_handshake	authenticated_protocol_principal	read	http	feature(app_api)	true	true	false	false
sorafs.storage_manifest.read	GET	/v1/sorafs/storage/manifest/{manifest_id}	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
sorafs.storage_peer.list	GET	/v1/sorafs/storage/peers	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
sorafs.storage_plan.read	GET	/v1/sorafs/storage/plan/{manifest_id}	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
sorafs.storage_state.read	GET	/v1/sorafs/storage/state	operator	operator_signature	operator	read	http	feature(app_api)	false	false	false	true
sorafs.storage_token.issue	POST	/v1/sorafs/storage/token	public	operator_signature	operator	mutation	http	feature(app_api)	true	true	false	true
sorafs.transparency_cycle.list	GET	/v1/sorafs/transparency/cycles	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
sorafs.transparency_cycle.read	GET	/v1/sorafs/transparency/cycles/{cycle_id_hex}	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
sorafs.transparency_cycle_entry.read	GET	/v1/sorafs/transparency/cycles/{cycle_id_hex}/entries/{entry_id_hex}	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
sorafs.transparency_explorer.read	GET	/v1/sorafs/transparency/explorer	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
sorafs.transparency_explorer.ui	GET	/v1/sorafs/transparency/explorer/ui	public	torii_default	public	read	http	feature(app_api)	false	true	false	false
sorafs.transparency_privacy_aggregate.publish_due	POST	/v1/sorafs/transparency/privacy-aggregates/publish-due	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
sorafs.transparency_privacy_aggregate.source_event	POST	/v1/sorafs/transparency/privacy-aggregates/source-events	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
sorafs.transparency_token.issue	POST	/v1/sorafs/transparency/tokens/issuances	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
sorafs.transparency_token.list	GET	/v1/sorafs/transparency/tokens	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
sorafs.transparency_token.verify	POST	/v1/sorafs/transparency/tokens/verify	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
soranet.privacy_event.ingest	POST	/v1/soranet/privacy/event	public	operator_signature	operator	mutation	http	feature(telemetry)	true	true	false	true
soranet.privacy_share.ingest	POST	/v1/soranet/privacy/share	public	operator_signature	operator	mutation	http	feature(telemetry)	true	true	false	true
sumeragi.bls_key.list	GET	/v1/sumeragi/bls-keys	operator	operator_signature	operator	read	http	feature(telemetry)	true	true	false	true
sumeragi.consensus_key.list	GET	/v1/sumeragi/consensus-keys	operator	operator_signature	operator	read	http	feature(telemetry)	true	true	false	true
sumeragi.diagnostics.read	GET	/v1/sumeragi/diagnostics	operator	operator_signature	operator	read	http	feature(telemetry)	true	true	false	true
sumeragi.evidence.count	GET	/v1/sumeragi/evidence/count	operator	operator_signature	operator	read	http	always	true	true	false	true
sumeragi.evidence.list	GET	/v1/sumeragi/evidence	operator	operator_signature	operator	read	http	always	true	true	false	true
sumeragi.leader.read	GET	/v1/sumeragi/leader	operator	operator_signature	operator	read	http	feature(telemetry)	true	true	false	true
sumeragi.parameter.read	GET	/v1/sumeragi/params	operator	operator_signature	operator	read	http	feature(telemetry)	true	true	false	true
sumeragi.qc.read	GET	/v1/sumeragi/qc	operator	operator_signature	operator	read	http	feature(telemetry)	true	true	false	true
sumeragi.status.read	GET	/v1/sumeragi/status	operator	operator_signature	operator	read	http	feature(telemetry)	true	true	false	true
sumeragi.status.stream_sse	GET	/v1/sumeragi/status/sse	operator	operator_signature	operator	stream	sse	feature(telemetry)	false	true	false	true
time.now	GET	/v1/time/now	public	torii_default	public	read	http	always	true	true	false	false
time.status	GET	/v1/time/status	operator	operator_signature	operator	read	http	always	true	true	false	true
trigger.completion.list	GET	/v1/triggers/completed	operator	operator_signature	operator	compute	http	always	true	true	false	true
validation_fee.hijiri.quote	POST	/v1/validation-fee/hijiri/quote	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
validation_fee.policy.current_proof	POST	/v1/validation-fee/policy/current/proof	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	false	true
validation_fee.proposal.draft	POST	/v1/validation-fee/proposals/draft	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
validation_fee.proposal.list	GET	/v1/validation-fee/proposals	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
validation_fee.proposal.read	GET	/v1/validation-fee/proposals/{proposal_id}	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	false	true
vpn.profile	GET	/v1/vpn/profile	public	torii_default	public	read	http	always	true	true	false	false
vpn.quote.create	POST	/v1/vpn/quotes	public	canonical_account_signature	authenticated_account	compute	http	always	true	true	false	true
vpn.receipt.list	GET	/v1/vpn/receipts	public	canonical_account_signature	authenticated_account	read	http	always	true	true	false	true
vpn.receipt.submit	POST	/v1/vpn/receipts	public	canonical_account_signature	authenticated_account	mutation	http	always	true	true	false	true
vpn.session.create	POST	/v1/vpn/sessions	public	canonical_account_signature	authenticated_account	mutation	http	always	true	true	false	true
vpn.session.read	GET	/v1/vpn/sessions/{session_id}	public	canonical_account_signature	authenticated_account	read	http	always	true	true	false	true
zk.attachment.count	GET	/v1/zk/attachments/count	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
zk.attachment.create	POST	/v1/zk/attachments	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
zk.attachment.delete	DELETE	/v1/zk/attachments/{id}	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
zk.attachment.list	GET	/v1/zk/attachments	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
zk.attachment.read	GET	/v1/zk/attachments/{id}	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
zk.ivm.derive	POST	/v1/zk/ivm/derive	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	false	true
zk.ivm.prove	POST	/v1/zk/ivm/prove	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	false	true
zk.ivm.prove_job.delete	DELETE	/v1/zk/ivm/prove/{job_id}	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
zk.ivm.prove_job.read	GET	/v1/zk/ivm/prove/{job_id}	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
zk.merkle_path.build	POST	/v1/zk/merkle-path	public	canonical_account_signature	authenticated_account	compute	http	always	true	true	false	true
zk.proof.verify_batch	POST	/v1/zk/verify-batch	public	canonical_account_signature	authenticated_account	compute	http	feature(zk-verify-batch)	true	true	false	true
zk.roots.read	POST	/v1/zk/roots	public	canonical_account_signature	authenticated_account	compute	http	always	true	true	false	true
zk.vote.tally	POST	/v1/zk/vote/tally	public	canonical_account_signature	authenticated_account	read	http	always	true	true	true	true
